Window ID,True Label,Predicted Label,Alert Type,Event Sequence,Technique IDs,Technique Names,Tactics,Data Sources,Reasons
1013,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1078; T1110,Valid Accounts; Brute Force,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Root account authentication activity was observed. Mapped from Linux semantic token. | Mapped from Linux semantic token.
1014,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 6 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1015,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 6 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1016,1,1,True Positive,UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 8 authentication failures and 8 unknown-user events. Mapped from Linux semantic token.
1017,1,1,True Positive,UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 8 authentication failures and 8 unknown-user events. Mapped from Linux semantic token.
1018,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 12 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1019,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 19 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1020,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 9 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1021,1,1,True Positive,AUTH_FAIL AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 10 authentication failures and 10 unknown-user events. Mapped from Linux semantic token.
1022,1,1,True Positive,AUTH_FAIL AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 10 authentication failures and 10 unknown-user events. Mapped from Linux semantic token.
1023,1,1,True Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Window contains 20 FTP connection events. Mapped from Linux semantic token.
1024,1,1,True Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Window contains 20 FTP connection events. Mapped from Linux semantic token.
1025,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 9 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1026,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 9 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1027,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 13 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1028,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 13 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1029,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 10 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1030,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 10 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1031,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 8 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1032,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 10 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1033,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1078; T1110,Valid Accounts; Brute Force,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Root account authentication activity was observed. Mapped from Linux semantic token. | Mapped from Linux semantic token.
1034,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 11 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1035,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 21 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1036,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 11 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1037,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 9 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1038,1,1,True Positive,AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER AUTH_FAIL_USER,T1110,Brute Force,credential-access,,Window contains 9 authentication failures and 0 unknown-user events. Mapped from Linux semantic token.
1039,1,1,True Positive,AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 6 authentication failures and 6 unknown-user events. Mapped from Linux semantic token.
1040,1,1,True Positive,AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 6 authentication failures and 6 unknown-user events. Mapped from Linux semantic token.
1041,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 11 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1042,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 11 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1043,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1078; T1110,Valid Accounts; Brute Force,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Root account authentication activity was observed. Mapped from Linux semantic token. | Mapped from Linux semantic token.
1044,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 7 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1045,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 7 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1046,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1078; T1110,Valid Accounts; Brute Force,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Root account authentication activity was observed. Mapped from Linux semantic token. | Mapped from Linux semantic token.
1047,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1078; T1110,Valid Accounts; Brute Force,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Root account authentication activity was observed. Mapped from Linux semantic token. | Mapped from Linux semantic token.
1048,1,1,True Positive,UNKNOWN_USER UNKNOWN_USER AUTH_FAIL AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 7 authentication failures and 7 unknown-user events. Mapped from Linux semantic token.
1049,1,1,True Positive,UNKNOWN_USER UNKNOWN_USER AUTH_FAIL AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER AUTH_FAIL AUTH_FAIL UNKNOWN_USER AUTH_FAIL UNKNOWN_USER UNKNOWN_USER AUTH_FAIL,T1110,Brute Force,credential-access,,Window contains 7 authentication failures and 7 unknown-user events. Mapped from Linux semantic token.
1050,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1078; T1110,Valid Accounts; Brute Force,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Root account authentication activity was observed. Mapped from Linux semantic token. | Mapped from Linux semantic token.
1051,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 20 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1052,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 17 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1053,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 10 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1054,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 10 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
1055,1,1,True Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Window contains 23 FTP connection events. Mapped from Linux semantic token.
1056,1,1,True Positive,FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION FTP_CONNECTION,T1133,External Remote Services,initial-access; persistence,,Window contains 23 FTP connection events. Mapped from Linux semantic token.
1057,1,1,True Positive,UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT,T1110,Brute Force,credential-access,,Window contains 0 authentication failures and 23 unknown-user events. Mapped from Linux semantic token.
1058,1,1,True Positive,UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT UNKNOWN_USER_TIMEOUT,T1110,Brute Force,credential-access,,Window contains 0 authentication failures and 23 unknown-user events. Mapped from Linux semantic token.
1059,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1078; T1110,Valid Accounts; Brute Force,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Root account authentication activity was observed. Mapped from Linux semantic token. | Mapped from Linux semantic token.
1060,1,1,True Positive,ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL ROOT_AUTH_FAIL,T1110; T1078,Brute Force; Valid Accounts,credential-access; defense-evasion; initial-access; persistence; privilege-escalation,Logon Session; User Account,Window contains 13 authentication failures and 0 unknown-user events. Mapped from Linux semantic token. | Root account authentication activity was observed. Mapped from Linux semantic token.
